Airline Name,inflight_service_sentiment,cancellation_luggage_sentiment,delay_sentiment,crew_meal_sentiment,boarding_sentiment
AirAsia X,0.041189580052194724,-0.14116833732980894,-0.04296533138950026,0.005820081875873311,-0.019965576480708302
AirAsia Zest,0.05011006118382059,-0.05820214803054289,-0.09021426964693208,0.06227997266280526,0.05498941693549784
AirConnect,0.0,-0.6816893815994263,0.0,0.0,0.0
AirSWIFT,0.0,-0.19916341193357753,-0.17664466665990727,0.04721251731640087,-0.028623985762918497
Aircalin,0.20512591363931384,-0.054533028146130647,0.009552992436931466,0.09726414113641728,0.10246199916378422
Airlink,0.042907564977813825,-0.11448070932115374,-0.03204462466868079,0.14461942808250525,0.10066347740352154
Airnorth,0.04203756814887496,-0.11526697247235954,-0.012523766602889954,0.029622835167387822,0.0804384871908475
Akasa Air,0.019210897685327334,-0.16308085378585083,-0.15132790103944843,-0.023680986947511643,-0.03963828891013606
Alaska Airlines,-0.026949730621271806,-0.2386570784660671,-0.08970494527604753,-0.05969017575229759,-0.034001164033802184
Alitalia,-0.024537981441010527,-0.20591393582871806,-0.11794381862117934,-0.011749023445355307,-0.05169748734123281
Allegiant Air,-0.000199941182679485,-0.2940254907471181,-0.1394837987568549,-0.04331498341836139,-0.08487003162312483
Alliance Air,-0.02758992559991961,-0.28308247324955377,-0.2757146032047467,-0.011259743251602727,-0.12560634088940212
Alliance Airlines,-0.05662270180570124,-0.22465273301066505,-0.0758854299795588,-0.1270960924215105,-0.1208330291068747
Amaszonas,0.027076575265785403,-0.06226911526568472,-0.09855686002182976,-0.03442650728536334,-0.0869580381849196
American Airlines,0.008035576114845035,-0.2536513735152195,-0.16733911494405707,-0.005965503543601961,-0.06758875374153607
American Eagle,-0.0007358733884292611,-0.10085119932913038,-0.15059103782514227,0.0071004673741676,-0.06579573416278128
AnadoluJet,0.04001227300559569,-0.11023408990273496,-0.16482347759071245,-0.12199448470548234,-0.07715937921045188
Andes Líneas Aéreas,0.0,-0.5313992150885284,-0.38389248169835205,0.0,0.0
Arajet,-0.0346714214042381,-0.3707775960327642,-0.12924382190086023,0.025115624461391078,-0.07755162744298649
Ariana Afghan Airlines,0.6611366470417479,0.0,0.0,0.2650226156154178,0.0
Arik Air,-0.05439666240627933,-0.05066059869207123,-0.24536310597775424,0.0030886057995382623,-0.03781436541487194
Arkefly,-0.07155843990608587,-0.06122893854661467,-0.02142252781331034,-0.013075420479292587,-0.01583289590263353
Armenia Air Company,0.0,-0.5488622737056867,-0.12809813987826604,0.0,-0.25658338772372535
Armenian Airlines,-0.07873543036944224,-0.2991919444339397,-0.13794924474657727,0.0,-0.4349897221992576
Asiana Airlines,0.10660962025426947,-0.049832644660062576,-0.0031773768889875147,0.05194160368793259,0.08072211029706106
Atlantic Airways,0.604363187154978,0.0,0.0,0.2404378974035768,0.0
Auric Air,0.0,0.0,0.0,0.0,0.0
Aurigny Air,0.06249805970248028,-0.021552770171867602,0.16925049909329623,0.07638485158748287,-0.005609508007093766
Austrian Airlines,0.015139542678508344,-0.25411965092550054,-0.10734304557379351,0.043040075421343894,-0.017847619935126482
Avelo Airlines,-0.0045010542717212505,-0.2926269318288184,-0.10123637785623871,-0.0018131530299246646,-0.03363990123969194
Avianca,-0.13170442217901177,-0.31739980498822823,-0.05896039872286936,-0.12226289369008873,-0.13469274805599346
Avior Airlines,-0.040527826260702185,-0.15524558714586795,-0.17928683810794807,-0.08440244793891907,-0.062086954564635255
Azerbaijan Airlines,0.09854603142939589,-0.06426735462911692,-0.011599954184132021,0.24858614255490258,0.04252472541895434
Azur Air Germany,-0.15036319923239289,-0.062002841422561586,0.0,-0.09622757899922792,-0.1968741677308045
BA CityFlyer,0.1869837777774496,-0.0009829493325414296,0.04405177558382535,0.19794844869202785,0.04082035889438413
Badr Airlines,0.0,0.0,0.0,0.8359141945838928,0.0
Bahamasair,-0.007354506437345207,-0.12088485346288398,-0.3302361067144432,-0.0006324076632778064,-0.047629959933175994
Bamboo Airways,0.08543265290476164,-0.24636292741491014,-0.03307268134041716,0.13045683606261796,-0.035655062061709805
Bangkok Airways,0.23542053887268047,-0.02855488838432695,-0.017266810209159326,0.050552694357035535,0.02374844258136
Bassaka Air,0.033540728789412375,0.01794531144054491,-0.02224939606562604,0.019837037996124674,0.6092364795707147
Batik Air,-0.12267459114143163,-0.18495768056655237,-0.1756332844299232,-0.016275968702437055,-0.04057347189709619
Beijing Capital Airlines,0.1319644851353581,0.0420411920221621,0.06894124448681214,0.00231112247191111,0.25405307249246295
Belavia,0.19436439024054636,-0.07217681693782924,-0.018377720274085227,0.016614829203968756,0.033605121581923005
Berjaya Air,0.17696099604609192,0.0,0.06611505093927074,-0.009119234499565027,0.0690321587617228
Bhutan Airlines,0.06792752582394207,-0.13260980078307058,-0.04935564026351066,0.09445902887686491,0.0017569849720627682
Binter Canarias,0.0,-0.12373446988168597,0.09660237830417612,0.2523966284998768,0.1863508546818872
Blue Air,0.00797324113096476,-0.33737040979046645,-0.08878905279922047,-0.02148845407198967,-0.07231180542148179
Blue Islands,0.028160100389794187,-0.05398992105198891,0.024604947092186805,0.057127309361591286,0.04742621977193088
Blue Panorama Airlines,-0.05164366147850169,-0.3650657377824198,-0.09947088656724612,-0.015906417521402556,-0.08159785892726266
Blue1,0.024333262795135195,0.009024318819429998,0.02474797951296306,0.11836944791384063,0.12226976658311911
Bluebird Airways,-0.0849721013128867,-0.3046470811719473,-0.136787586570175,0.004864913856409097,-0.08310664551369723
BoraJet,0.0,-0.2920829440687613,-0.5965317700768992,0.0,0.0
Boutique Air,-0.0172640943987706,-0.29302958503980253,-0.1939728114564064,-0.005222346109364009,0.047026898031383706
Breeze Airways,0.022034635420311394,-0.3403094157237662,-0.14964853355330818,0.013231180371051891,-0.015659836701367433
British Airways,0.011301486653334383,-0.1921572608349555,-0.10550755778370602,-0.01898761901866011,-0.047094214227799386
Brussels Airlines,-0.007201509616735932,-0.22885509405231705,-0.08646245039420941,0.0025891299881934888,-0.054440103694943884
Buddha Air,0.03654273645173904,-0.01635227751022705,-0.2973738623910953,0.0,-0.20587628679492173
Bulgaria Air,0.17156042863069956,-0.10897937261051142,-0.052438501669350164,0.06760843764263383,-0.006938635212321137
Buta Airways,-0.030296657740444637,-0.5207659009431824,0.0,0.17197469014330602,-0.002787202701724106
CSA Czech Airlines,-0.0787097797968861,-0.11624793856485224,-0.2282826460539166,-0.05043729037769522,-0.040965299072535766
Camair-Co,0.0,0.0,-0.38564538955688477,-0.4198169708251953,0.0
Cambodia Airways,0.12257792949676513,-0.3070599216319553,-0.07048682888319946,-0.05467379923153622,0.004549999457781118
Cambodia Bayon Airlines,0.0,0.0,0.0,0.0,0.0
Canadian North,0.0,0.026410209282546088,0.0,0.10055029228770225,0.40132552976081076
Canaryfly,-0.0052764607680836784,0.0,-0.21299289629309642,-0.07343118176752415,0.0369452376937773
Cape Air,-0.008908221915138426,-0.21620981157782843,-0.11754636885484852,0.02897133542027077,-0.04989192172446614
Caribbean Airlines,0.05355950174599895,-0.16259876277803711,-0.050250230534666776,0.07923836684709477,-0.04684808132444712
Carpatair,0.047068111599548136,-0.13298833060803103,-0.0025665287746802325,0.1830638860239402,-0.01105157892985632
Cathay Dragon,0.05148772425538286,0.005090682638005865,-0.007630395172654997,0.1891541678635122,0.02640576883510451
Cathay Pacific Airways,0.055798311171190954,-0.05465061411849552,-0.03793942691325105,-0.03354672562798203,0.0075293297019940544
Cayman Airways,-0.013342335416561176,-0.20015448917968917,-0.03667275110705383,0.004067436976396592,-0.024412349545353696
Cebu Pacific,-0.024450883034135246,-0.31669809137844457,-0.13914933366034163,-0.06072098674799224,-0.08949885431905764
CemAir,0.07606342828371607,-0.22178145360723214,-0.18459078071265209,0.13864056502640323,-0.13240628271108643
Central Mountain Air,0.08731587223939163,-0.22623784032289102,-0.15395862692219311,0.03741869081343027,0.09833463386284844
China Airlines,0.20744434459966288,-0.08853419358952838,0.0005014042888196701,0.057687545374449326,-0.01573190751134799
China Eastern Airlines,-0.030696026099084773,-0.08766571244074502,-0.045131180132088417,-0.008677443258142799,-0.08231463783372195
China Southern Airlines,0.1991717009537347,-0.0625931099353194,-0.010727032530446119,0.052335391976613736,0.21228211423532004
China United Airlines,0.0,-0.2164415955686735,-0.08111817345064816,0.02036636477327388,-0.0828506697928499
Citilink,0.05931157850829107,-0.11493057080046833,-0.025814316839869025,0.248680819700741,0.03918153710308827
CityJet,0.007168850032073958,-0.033367726029597075,-0.09501536795444318,0.12471666808945052,0.03962076030548452
Coastal Aviation,0.0,-0.06400649138149209,0.010754512084120621,0.42598364587597426,0.10444319667279345
Cobalt,0.15052993267806958,-0.10046907199750114,0.0018869233501005505,0.03587433605696202,-0.036925472201485315
Comair,0.030821465608819477,-0.050970208583693694,-0.04764398070812634,0.13467826738177874,-0.05172645235194071
Condor Airlines,-0.1498031573814234,-0.2613768571084138,-0.12998865327558357,-0.017215482166192394,-0.04506257478707932
Contour Airlines,0.0,-0.51961985975352,-0.07089120398117033,0.0,0.0
Conviasa,0.3679696500385562,0.0,0.04575775861303733,0.06594641804289503,0.19219794273376464
Copa Airlines,-0.07437982968898867,-0.25900606829288775,-0.10097873346532764,-0.08450328062546729,-0.03615714036020343
Corendon Airlines,-0.0008877704609009209,-0.18728663731643932,-0.11357258712379205,-0.020261034407540877,-0.056004895553982234
Corsair,0.08710746111626771,-0.06956585385713952,-0.03352485556688736,0.022078086049489697,-0.03415332712032818
Croatia Airlines,0.08313563034385466,-0.08807557395248126,-0.06194063003911287,0.04301039785016087,-0.03859958777303199
Cubana Airlines,-0.002013785732287052,-0.04112418893456177,-0.20038374574889642,0.004409490341243422,-0.008499712820846408
Cyprus Airways,-0.015926169969379945,-0.2991099187232726,-0.05918577046953494,0.055012386468540446,0.11731736335253916
Delta Air Lines,0.022976842311716417,-0.34216618410218586,-0.11048442194101385,-0.0390341272670952,-0.06888584565130189
Dimonim Air,0.0,0.0,0.0,0.0,0.5901727676391602
Discover Airlines,-0.058100291661670835,-0.2653085145378616,-0.0916978636007119,-0.11052366049776667,-0.016597698762106254
Dniproavia,0.19214174151420593,0.0347327475045122,0.02111847860040417,0.39896452244030706,0.11231512257003379
Dragonair,0.043472290330946864,-0.005524132858325721,-0.016319905030449187,0.18116275085115954,0.011306092715835065
Druk Air,0.4380565196888219,0.011980322566817353,0.03497987540702265,0.28701188494657576,0.04034440219402313
Dynamic International Airways,0.0,0.0,0.0,0.0,0.0
EVA Air,0.21198436157882905,-0.06500672141360905,-0.033011677765996186,0.036034763730483796,0.03286960794872972
EWA Air,0.0,0.0,0.0,-0.8161413669586182,0.0
Eastern Airlines,0.0,-0.2063408269669644,-0.26060085633412705,0.0,-0.06497241180683905
Eastern Airways,0.0989511242891452,-0.06388218233556431,-0.01254362897107913,0.14085874025997772,-0.04596779982833776
Easyfly,0.06353611081563303,-0.17940531020162226,-0.020348536693209716,0.0,0.04240061278583349
Edelweiss Air,0.0847135392086862,-0.07505395311181984,-0.04311159889176418,0.11715582993399172,0.0003898817330923704
Egyptair,-0.03256941136798503,-0.17072312891818084,-0.17333222890804265,-0.0013792590998883752,-0.0889011829018113
El Al Israel Airlines,0.008343824801829842,-0.2473384528881409,-0.051680279124665274,0.01438596013816368,-0.05926429847124098
Ellinair,0.14852638863985262,-0.030974885196090367,0.03615894666512143,0.09246733945208721,0.1666935498857956
Emirates,-0.0060657738103751255,-0.14937693855462114,-0.12454475572887182,-0.013673167406504918,-0.06516331004952569
Eritrean Airlines,-0.0853373110294342,0.16834997330616908,0.12516648570696512,0.13864746496567135,0.0
Ernest Airlines,0.0,-0.28611418094968033,-0.13683011858841337,0.17143236491715325,-0.11288098670760419
Estonian Air,0.03255420019230154,-0.0014805798279941703,0.03028391778628077,0.0705586258079796,-0.01532762290630847
Eswatini Air,0.0,0.0,0.5524128635194256,0.2767990864805744,0.0
Ethiopian Airlines,-0.0682714860731338,-0.17729385478898907,-0.08222819177092194,-0.04575342312212387,-0.03875232054749018
Etihad Airways,-0.036128006120242175,-0.27749424795741534,-0.10465154508623228,-0.10786248192766465,-0.07478584270544383
Europe Airpost,0.0,0.0,0.0,0.6228113433381975,0.3366084435918868
Eurowings,-0.027236461001314285,-0.3302623621050475,-0.12117520887490217,-0.0764320948304831,-0.03920327707486307
Evelop Airlines,0.09105694209083944,-0.06659795384304991,-0.2048075952771202,-0.10732599966599321,0.039733996842850956
FLYONE,-0.05333481280670735,-0.3698637875234133,-0.21900840321538956,-0.0650412268191868,-0.06933450739258057
FMI Air,0.8939929008483887,0.0,0.0,0.0,0.0
Felix Airways,0.4823395311832428,0.0,0.0,0.0,0.0
Fiji Airways,0.09624354485935667,-0.29781934849513636,-0.028032747581993075,-0.0018084149620253675,-0.024846515197847446
Finnair,-0.059571238059732974,-0.1718368895153939,-0.00993094577461484,0.0050793512906005525,-0.026687276120037504
Firefly,0.11900569016968487,-0.11409498162292066,-0.04119911477140193,0.08394834756117571,0.07121070145141303
Flair Airlines,-0.026346238669132084,-0.4675627682268681,-0.07287802252992616,-0.021869238178866657,-0.1331176798579948
Fly540.com,0.018097758139234775,-0.07150275391921364,-0.07615374421053246,0.03860779093520089,0.07775803682939732
FlyArystan,0.16428297702764857,0.1402057692419421,0.0,0.03959035647492488,0.0
FlyGabon,0.0,0.0,0.0,0.9552493095397948,0.0
FlySafair,0.00619307436909133,-0.17238636929923978,-0.11977757611256172,0.027963827901442955,-0.09225376033652848
Flynas,-0.004199596952364964,-0.23793037419150534,-0.23209579431360966,-0.04853036612897135,-0.03729054033641891
French Bee,0.04223967200887533,-0.27893884477344555,-0.07393901372011301,-0.03328401210362098,-0.08600969654129312
Frontier Airlines,-0.04322287620326324,-0.46684941696908167,-0.0972029817946556,-0.038264377878478514,-0.1267061935579649
Fuji Dream Airlines,0.0,0.0,0.0,0.0,0.9857528805732728
Garuda Indonesia,-0.013847045480409999,-0.02337616990657997,0.004032215785040903,0.4073095203610259,0.039479815825234965
Georgian Airways,-0.010972420219235978,-0.2259645653252309,-0.11136687068098508,0.043453156654657654,-0.03921289987191913
Germania Airline,0.07738727109936283,-0.09271648181246117,-0.11904862059906102,0.08472356486368772,0.006706174152003001
Germanwings,0.007610329033486978,-0.031080915573581832,-0.07239102655153398,0.10850466693146038,0.0054111519407153315
Go First,-0.009006729676836267,-0.22207008240139078,-0.362088776905469,-0.025788334082202883,-0.1163469063383125
GoAir,0.0015921128711389471,-0.4750219926951327,-0.11513839518535787,-0.010757041963274285,-0.04532662052043533
Golden Myanmar Airlines,0.31517477830251056,0.0,0.0,0.0,0.0
Grand Cru Airlines,0.9484280347824096,0.0,0.0,0.0,0.0
Greater Bay Airlines,0.10273239653378415,-0.2669783378129611,-0.09997348799300261,0.02166377212796483,-0.041461995148871736
Gulf Air,0.06622970105301673,-0.11019122207887241,-0.09442211891092947,0.034338876374482935,-0.04664281746034808
HOP!,0.006711035782714344,-0.05886694178665718,0.11875777278792153,0.28255056529037625,0.0
Hainan Airlines,0.12244718803020797,0.013793802934459745,-0.0027800750937017455,0.2389399633601099,0.23515331988747915
Hawaiian Airlines,-0.0505434748481655,-0.290621118562157,-0.138353473112539,-0.02314104877847518,-0.06963078755565077
Henan Airlines,0.0,0.0,0.43087643658123487,0.4696603984187651,0.0
Hi Fly,-0.0728619376093176,-0.042861769975090586,-0.046156731024413526,-0.04026546272076243,0.0366835542462627
HiSky,-0.02937222450590804,-0.19342306277262786,-0.11497968451166554,0.049834387641658345,-0.0483667122407274
Himalaya Airlines,0.0,-0.1106585060538427,-0.35224788449057565,-0.23965904116630554,0.0
Hong Kong Airlines,0.03638422953052344,-0.052631056134387434,-0.04317052753627922,0.0818106802683476,0.008226167895286057
Horizon Air,0.07921521133622349,-0.06767267016102436,0.033159077006655276,0.181807816702947,0.07832312135429652
Hunnu Air,0.0,0.0,0.0,0.3231679959293777,0.2423364357951706
ITA Airways,-0.048257313530500154,-0.2787496763063144,-0.11200117685358998,-0.05497243946436789,-0.11617682699649555
Iberia,-0.010354651216979854,-0.25573672329506847,-0.06815830694223664,-0.024266451922483584,0.00010886902005043164
Iberia Express,-0.02464388636229903,-0.1872375328589256,-0.05140413578484473,-0.021145507540695205,-0.00984377061200385
Iberojet,0.0,-0.23361567696399768,-0.647197087203788,0.0,0.0
Icelandair,-0.003220566720262849,-0.22882061065794676,-0.09841669685146164,-0.037744020102153476,-0.07423760100025781
Insel Air,-0.011534324675200599,-0.05391479628042606,-0.3424608100579623,0.00011781157719425859,0.0239868538956963
InterSky,0.19256330556656323,0.0,0.05517771426245763,0.22800842104878677,-0.005388673762857468
Intercaribbean Airways,-0.0419526953232183,-0.304988853896406,-0.15886533979185832,0.0,-0.08885598094041912
Interjet,-0.0033754956790538245,-0.5065491310073653,-0.10026614300521523,-0.020353355207264015,-0.029956879268622408
Iran Air,0.1361179685396077,-0.0058322358561893745,-0.0013940325334913257,0.06420700579218665,0.022268816707997432
Iraqi Airways,0.0,-0.1196565655696454,-0.18270418643951417,0.05160820754797185,0.0
Israir Airlines,-0.07670759867088278,-0.05944993995349003,-0.1564181570676958,-0.10869748163240074,-0.0481964807083476
JC International Airlines,-0.26930324048868043,-0.5695663908017553,0.0,0.0,0.0
Jambojet,0.0,0.0,-0.8816090822219849,0.0,0.0
Japan Airlines,0.17145621757438675,-0.03131788142489603,-0.0013103134007087858,0.02101338942461014,0.058603825105912125
Jazeera Airways,-0.0617900605675163,-0.18670522271504075,-0.17484180725361567,-0.003114812529472464,-0.034745879973533476
Jazz,0.1643636890550421,0.0,0.12626572670537556,0.031268719220594765,-0.013555618558740712
Jeju Air,0.03344635609230232,-0.13092075210330648,-0.06219383346449827,-0.03422303404180432,-0.0917291513230003
Jet Airways,-0.11754560529643435,-0.23252194931927175,-0.11792524987080709,-0.043956940987610646,-0.055091034406828464
Jet2.com,0.034695834267788495,-0.08234210854631789,-0.0726706429603989,0.1476163336422963,0.018026480348540274
JetSmart,-0.015619492659212725,-0.42811404290615807,-0.1504517063338669,-0.019117668581017457,0.0334171073452672
Jetairfly,-0.005039797171861954,-0.06024419710485632,-0.06405277101674395,-0.0709489454813009,0.08597961582060606
Jetblue Airways,0.004982868185012551,-0.2830200935207652,-0.16996206445523943,-0.02085074828598434,-0.09817650167418375
Jetstar Airways,-0.04244058712962498,-0.2512327005167425,-0.15754248413541336,0.005078681685225345,-0.10611328477632676
Jetstar Asia,-0.04121855427252836,-0.18835736116219784,-0.04347332497469601,-0.005250307528798476,-0.05703365306129453
Jetstar Japan,-0.19848630180686946,-0.22551794649718032,-0.10141544189965032,-0.030820310367259567,-0.06741641892593422
Jetstar Pacific,-0.045709518831209224,-0.0760933408890088,-0.13302524527722523,-0.1594477343671088,-0.07878693486372658
JetsuiteX,0.0,0.0,0.9245178699493408,0.0,0.0
Jin Air,0.14530696648047198,0.009179752686379586,-0.01984863850807385,0.03647964316038698,0.01835316076012127
Joon,-0.26386591956621874,-0.02023747937341736,-0.030428238388471432,-0.07488318528084223,-0.08813574900609598
Jordan Aviation,0.0,-0.22892703594847863,-0.23934425971728235,-0.2222861740009742,-0.07316017168676511
KD Air,0.0,-0.4876482486724853,0.0,0.0,0.0
KLM Royal Dutch Airlines,0.002560906260825894,-0.2788007690898837,-0.027674438437552504,0.009811885660833025,-0.0007457493107632162
KM Malta Airlines,0.08004894813344215,-0.11580794389798961,0.0521234504570716,0.060878108475683625,0.0
