RowId,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Top Review Image Url,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended,Id,sentiment_label,sentiment_scores,review_gte_small_embeddings,lost_luggage_cosim,lost_luggage_kndist,is_lost_luggage_flag
0,Aer Lingus,2.0,“terrible customer service”,2025-03-26,False," Absolutely terrible customer service. Tried to upgrade from economy to business. Impossible to reach a person who could help, let phone ring for 52 minutes and gave up. Chat was just as bad as the AI could not help. Fortunately will never have to fly them again.",,,Couple Leisure,Economy Class,Paris to Dublin,2025-03-01,2.0,3.0,3.0,1.0,,3.0,1,no,661172569262a3a1c15d87e9459a0fefc86649142665185f7e1c7c0a9a2912ba,negative,0.9487602710723876,"[-0.006984285544604063, -0.012522410601377487, 0.05703718587756157, -0.02619812823832035, -0.0254146009683609, -0.012801378965377808, 0.09702494740486145, 0.043904464691877365, 0.024068498983979225, -0.03009013459086418, 0.01131031196564436, -0.04250936955213547, 0.04076704755425453, 0.014793767593801022, -0.002028243849053979, 0.03740568459033966, -0.0066525898873806, -0.020285554230213165, -0.06675410270690918, 0.046941667795181274, 0.05626697093248367, -0.05232610926032066, -0.03002425841987133, -0.02290254458785057, 0.012980285100638866, 0.05471842736005783, -0.08133845776319504, -0.01878742314875126, -0.06724515557289124, -0.15936431288719177, -0.030438678339123726, -0.022721949964761734, 0.04109741002321243, -0.031989216804504395, 0.04457385092973709, -0.008455156348645687, -0.012285727076232433, 0.03274430334568024, 0.0009372768108732998, 0.048643797636032104, 0.03652126342058182, 0.018664494156837463, -0.017514996230602264, -0.04507932439446449, -0.033473044633865356, -0.03235941380262375, 0.017372900620102882, 0.046889521181583405, 0.07842551171779633, -0.08005817234516144, 0.027960224077105522, -0.028171425685286522, 0.013896596617996693, -0.004187045618891716, 0.03411463648080826, 0.04266269877552986, 0.056975848972797394, 0.018771249800920486, 0.033168282359838486, 0.026695888489484787, -0.0060456679202616215, -0.007306576706469059, -0.22168084979057312, 0.06575299054384232, 0.013882982544600964, 0.008696865290403366, -0.003394846571609378, -0.06091300770640373, 0.0025625908747315407, 0.03298616781830788, -0.01629982516169548, -0.003313143039122224, 0.011731830425560474, 0.04929191246628761, 0.02211489900946617, 0.032917119562625885, -0.01827026903629303, -0.046308211982250214, 0.035028278827667236, 0.04763161391019821, -0.017473792657256126, -0.05274157226085663, -0.04882444068789482, -0.03444274514913559, -0.011526932939887047, -0.07799030095338821, 0.008480329997837543, -0.01464396808296442, 0.052653875201940536, 0.013327368535101414, 0.00762889115139842, 0.018812282010912895, 0.021684570237994194, 0.011062344536185265, -0.08774665743112564, -0.0526885911822319, 0.027724802494049072, -0.039848994463682175, -0.13129930198192596, 0.23700876533985138, 0.0079177962616086, 0.019558919593691826, 0.043272774666547775, -0.029463810846209526, 0.026023196056485176, -0.0339067243039608, -0.048599932342767715, -0.02183271199464798, -0.011847673915326595, -0.02916361391544342, -0.06090846657752991, -0.010916747152805328, 0.09592372924089432, -0.02439604513347149, -0.010938049294054508, 0.051015667617321014, 0.009267030283808708, 0.02300424687564373, -0.06151271238923073, -0.005365197546780109, -0.03541143611073494, 0.01997014507651329, 0.03501411899924278, 0.02553797885775566, -0.009000766091048717, -0.08734556287527084, 0.021881014108657837, 0.11562208831310272, -0.02424987033009529, 0.06577470153570175, 0.0640525296330452, -0.04268570989370346, -0.031199907884001732, -0.040125370025634766, -0.042506083846092224, 0.03159518167376518, -0.009417013265192509, 0.030886994674801826, 0.02544756606221199, 0.0028042090125381947, -0.018030114471912384, -0.12377528846263885, -0.010179245844483376, -0.02792193740606308, -0.02254498191177845, 0.06183749809861183, -0.007902116514742374, 0.03324316442012787, -0.03994569554924965, -0.0053710900247097015, 0.009396647103130817, 0.020135363563895226, -0.006707870401442051, -0.023624729365110397, -0.02515203133225441, 0.022835176438093185, 0.04308474436402321, 0.05436498671770096, -0.026911422610282898, -0.006397081073373556, 0.03605828434228897, -0.06581610441207886, -0.031525418162345886, 0.10846603661775589, 0.09299276024103165, -0.0832853689789772, -0.06243196502327919, -0.0014088358730077744, 0.012249662540853024, -0.004641762003302574, 0.01721370965242386, 0.03248009830713272, -0.012446393258869648, 0.003466495778411627, 0.08431560546159744, -0.02434823475778103, -0.022512992843985558, 0.008159250020980835, 0.015356534160673618, 0.04603118449449539, 0.008597709238529205, -0.02146460860967636, 0.0008182775927707553, 0.007886300794780254, 0.040935859084129333, -0.030490877106785774, -0.011848673224449158, -0.0347067154943943, 0.049871109426021576, -0.025370897725224495, -0.03870651498436928, 0.005226284731179476, -0.002852714853361249, -0.031079744920134544, -0.009028304368257523, -0.03164100646972656, -0.028146930038928986, -0.015535024926066399, 0.027639491483569145, -0.03427707031369209, 0.09763111174106598, 0.027085786685347557, -0.0510367751121521, 0.030828040093183517, 0.023587901145219803, 0.02307325042784214, -0.005225929897278547, 0.03446706011891365, 0.036789290606975555, 0.02175779454410076, -0.05052919685840607, 0.002050502225756645, 0.10453008115291595, -0.011317301541566849, -0.05417356267571449, 0.02804734744131565, 0.01317985262721777, 0.027304287999868393, -0.01993955858051777, 0.019240552559494972, 0.03183695673942566, 0.02148285321891308, -0.015078381635248661, -0.23685340583324432, 0.015412341803312302, -0.007223917171359062, -0.040047697722911835, -0.0006330410833470523, -0.010426847264170647, 0.03611369803547859, -0.058736223727464676, 0.04729129746556282, 0.10170040279626846, 0.08279981464147568, 0.010357357561588287, 0.025239329785108566, 0.042917829006910324, -0.01821824535727501, 0.04968731850385666, 0.004240849521011114, 0.09786535799503326, -0.03949660435318947, -0.0518941693007946, -0.027702758088707924, 0.03835582360625267, -0.019201485440135002, -0.045151665806770325, 0.0562170073390007, -0.024308938533067703, 0.2761991620063782, 0.005233466159552336, 0.06571632623672485, -0.06182199344038963, 0.04081215709447861, 0.03260784223675728, 0.0029454410541802645, -0.07295873016119003, 0.08087120205163956, 0.0029190212953835726, 0.07089301943778992, -0.009652873501181602, 0.028655853122472763, -0.04130280017852783, -0.04629649594426155, 0.02749059349298477, -0.0002714204019866884, -0.07741555571556091, 0.014921526424586773, -0.008069834671914577, -0.04127192497253418, -0.015809839591383934, -0.10324954241514206, 0.013275237753987312, -0.030187467113137245, -0.012621796689927578, 0.01659613661468029, 0.022124292328953743, -0.007312914356589317, -0.0373561792075634, -0.06502863019704819, 0.03696199506521225, -0.03444536402821541, 0.05400199443101883, 0.02012103982269764, -0.05660426616668701, 0.022434115409851074, -0.011416366323828697, 0.039054565131664276, 0.014344495721161366, 0.017316313460469246, -0.021832533180713654, 0.02880220301449299, -0.05339514836668968, -0.011463879607617855, 0.10282659530639648, -0.0013726771576330066, -0.012186541222035885, 0.039534442126750946, -0.03008943609893322, 0.02143271453678608, -0.07446214556694031, -0.0029197409749031067, -0.032642707228660583, 0.030279114842414856, -0.002357626101002097, 0.05155849829316139, 0.01552315428853035, 0.000326083623804152, 0.014872980304062366, 0.04441298544406891, 0.019785398617386818, 0.014768506400287151, -0.035239286720752716, -0.043459612876176834, 0.008248698897659779, -0.06948781758546829, -0.019353682175278664, 0.0837852731347084, -0.025223148986697197, -0.2521655857563019, 0.01518221851438284, 0.0279863104224205, -0.0028421180322766304, -0.04447459056973457, 0.025865541771054268, 0.004947443958371878, 0.046458274126052856, -0.05175676569342613, 0.010986949317157269, 0.015399080701172352, 0.022049475461244583, 0.022253481671214104, -0.04032091796398163, 0.08002404868602753, 0.06225210428237915, 0.031039578840136528, -0.052814990282058716, 0.027791962027549744, -0.028834033757448196, 0.005644828546792269, 0.013052504509687424, 0.21380291879177094, -0.008252649568021297, 0.01379463355988264, -0.009895985946059227, -0.010612847283482552, -0.005893600173294544, -0.010331355966627598, -0.011681925505399704, 0.014469141140580177, 0.0012343866983428597, 0.06109699234366417, -0.04742799699306488, 0.019758500158786774, -0.03611752390861511, -0.04747394472360611, 0.023067058995366096, 0.026265451684594154, -0.02143373340368271, -0.06423614174127579, 0.021930357441306114, 0.05033697187900543, -0.021341152489185333, 0.0880979374051094, 0.011729959398508072, -0.03909794241189957, -0.016619078814983368, -0.0016588233411312103, 0.017999719828367233, -0.05759416148066521, -0.04660189524292946, 0.008553896099328995, -0.002421728568151593, 0.03188391774892807, 0.006962283048778772, -0.10672911256551743, -0.024756895378232002, -0.06421776115894318, -0.03285158425569534, 0.04131615534424782, -0.05712185800075531, -0.03012244775891304, -0.0037265813443809748, 0.0018400676781311631]",0.7864816638168428,0.6534804408478754,False
1,Air France,10.0,"""excellent customer service""",2025-03-28,True,   My son was travelling on Kids Solo as an unaccompanied Minor with a 1h40 stop over in Paris. The departure from Dublin was delayed by 1 hour. The agents Mustafa and Laura at the check in counter went out of their way to arrange a new flight with KLM arriving half an hour earlier than the original flight. They were extremely helpful and understanding. We were very impressed with their professional approach and excellent customer service.,,,Family Leisure,Economy Class,Dublin to Singapore,2025-03-01,,,,5.0,,,5,yes,925fcfda402034e92b439424f9eb35bec83154e497e64115f469875d59b53996,neutral,0.7016758918762207,"[-0.036641675978899, 0.022963620722293854, 0.06297142803668976, -0.0309649296104908, -0.012713005766272545, 0.021619468927383423, 0.06187857687473297, 0.024290906265378, -0.024853531271219254, -0.05114592984318733, 0.015709049999713898, -0.03454878181219101, 0.027912726625800133, 0.07579374313354492, 6.835976091679186e-05, -0.024029457941651344, 0.004011398181319237, -0.027129702270030975, -0.06422407925128937, -0.008395171724259853, -0.029200995340943336, -0.01446979958564043, -0.027739983052015305, -0.011860711500048637, 0.03302960842847824, 0.05584109574556351, -0.02991955727338791, -0.029766099527478218, -0.06452913582324982, -0.20541982352733612, 0.0012891292572021484, -0.0457729734480381, 0.0334009975194931, -0.03361598029732704, -0.004041421227157116, -0.002760414034128189, -0.021005285903811455, 0.02720973640680313, 0.037843361496925354, 0.023791419342160225, 0.04334636777639389, -0.006002489011734724, -0.014786911197006702, -0.04401548206806183, -0.0012795196380466223, -0.018383638933300972, -0.018597738817334175, -0.0036278762854635715, 0.05912142992019653, -0.033294256776571274, 0.027101989835500717, -0.03874032199382782, 0.004407281521707773, 0.010906852781772614, 0.03287292644381523, 0.050142802298069, 0.055084675550460815, -0.013438180088996887, 0.03696243092417717, 0.0011095218360424042, 0.019186481833457947, 0.038922909647226334, -0.22109796106815338, 0.0722304955124855, -0.0029477423522621393, 0.08617620170116425, 0.00542302755638957, -0.10105008631944656, 0.024685345590114594, 0.02865941822528839, -0.03560621291399002, 0.015070950612425804, 0.025158021599054337, 0.06705828756093979, 0.021749678999185562, 0.011116067878901958, -0.004393946845084429, -0.028213759884238243, 0.026239832863211632, 0.018775446340441704, 0.02584647387266159, -0.05742183327674866, -0.08391456305980682, -0.0066534471698105335, -0.05011794716119766, -0.041160132735967636, -0.01686234585940838, -0.06619209051132202, 0.07237555086612701, 0.013760929927229881, 0.04624781757593155, -0.05399661138653755, -0.047420185059309006, 0.0330565869808197, -0.06178586184978485, -0.06010217219591141, 0.01032212283462286, -0.005884299520403147, -0.06968890130519867, 0.25633504986763, 0.012823705561459064, 0.010987704619765282, 0.039527833461761475, 0.010217958129942417, -0.020520424470305443, -0.06514931470155716, 0.008855135180056095, -0.036574963480234146, -0.02766415663063526, -0.005396947264671326, -0.03766385838389397, -0.014707843773066998, 0.07221770286560059, -0.0376204289495945, 0.0005820635124109685, 0.06733272224664688, 0.04549482464790344, 0.013099574483931065, 0.002948293462395668, -0.021655691787600517, -0.005145450122654438, 0.008842074312269688, 0.05429165065288544, -0.01873490959405899, -0.0026019711513072252, -0.08374843001365662, 0.0556333102285862, 0.1143118143081665, -0.009005248546600342, 0.09724826365709305, 0.05959619581699371, -0.029789110645651817, -0.03530070558190346, -0.0318811871111393, -0.06039596349000931, -0.028287246823310852, -0.00746785057708621, 0.01565655879676342, 0.01719145104289055, -0.048593226820230484, 0.01007886603474617, -0.11921334266662598, -0.05637514591217041, -0.07021334767341614, -0.01175694540143013, 0.07852332293987274, 0.003810499794781208, 0.01824897527694702, -0.03837493807077408, 0.006202380172908306, -0.02938574180006981, 0.03316943719983101, 0.010012800805270672, -0.03879757598042488, -0.00930883176624775, 0.06357475370168686, 0.06220150366425514, 0.09062039107084274, -0.03297999128699303, 0.03481627628207207, 0.02445306070148945, -0.06045951694250107, -0.05133108049631119, 0.1273166984319687, 0.0025797763373702765, -0.13926684856414795, 0.020070118829607964, -0.005912259686738253, 0.03934057429432869, -0.006408635526895523, 0.008833845146000385, 0.02370692603290081, -0.027582814916968346, 0.029186129570007324, 0.019915027543902397, 0.0027571984101086855, -0.0017611102666705847, 0.03531526401638985, -0.010699443519115448, -0.0017689889064058661, 0.010711036622524261, -0.019227243959903717, -0.003611826803535223, 0.036819636821746826, 0.03825632482767105, -0.0690549910068512, -0.005877209827303886, -0.03341550752520561, 0.044378433376550674, 0.039826735854148865, -0.02285066433250904, -0.022889435291290283, -0.009537216275930405, -0.03267974779009819, -0.030658092349767685, -0.030962446704506874, -0.0371130146086216, -0.044372327625751495, 0.039421241730451584, -0.013427951373159885, 0.08226319402456284, 0.03727056458592415, -0.047288015484809875, 0.03990395367145538, -0.014714685268700123, 0.04574403166770935, 0.0020832044538110495, -0.023127729073166847, 0.04211226850748062, 0.033797312527894974, -0.042978279292583466, 0.035618338733911514, 0.055101655423641205, -0.05621921643614769, -0.0341489240527153, 0.015532820485532284, 0.022551218047738075, 0.015789149329066277, 0.002679582219570875, 0.038179364055395126, 0.050576262176036835, -0.01734286919236183, -0.009426254779100418, -0.22600828111171722, 0.027727967128157616, -0.021669814363121986, -0.01414329931139946, 0.023360107094049454, -0.015123746357858181, 0.0654311329126358, -0.010455012321472168, 0.024925170466303825, 0.02951194904744625, 0.0887632742524147, 0.0012793389614671469, -0.014989967457950115, 0.04610201343894005, -0.0027615386061370373, 0.057329680770635605, -0.0001671473728492856, 0.05660608410835266, -0.007038990966975689, -0.03501996397972107, 0.0087977210059762, 0.05227571353316307, -0.03221937641501427, -0.07162833958864212, 0.017138376832008362, -0.008345203474164009, 0.23550090193748474, 0.015330948866903782, 0.03821832686662674, -0.07990539819002151, -0.007980462163686752, -0.006618413608521223, 0.009825784713029861, -0.08704619854688644, 0.09525129199028015, 0.027342310175299644, 0.11481443047523499, -0.03338488191366196, 0.010376638732850552, -0.05689849331974983, -0.007428791373968124, 0.03489268198609352, 0.006014006212353706, -0.06623005867004395, -0.045193079859018326, -0.008121532388031483, -0.02841070666909218, 0.0363251194357872, -0.0787862166762352, -0.0004916678299196064, 0.008743961341679096, -0.02231600135564804, 0.004320486448705196, 0.009845302440226078, 0.023902032524347305, -0.05379718169569969, -0.04450296238064766, 0.030657080933451653, -0.05548962950706482, 0.057079024612903595, -0.012481189332902431, -0.03233463317155838, -0.01045974250882864, -0.015366611070930958, 0.027904003858566284, -0.014029722660779953, 0.015397484414279461, -0.029172617942094803, 0.016565566882491112, -0.02469479665160179, -0.04379628598690033, 0.08578816056251526, -0.044651538133621216, -0.01163436472415924, 0.06096237897872925, 0.03156553581357002, 0.046382684260606766, -0.00841573067009449, 0.007823229767382145, -0.028317343443632126, 0.06090620905160904, -0.048689112067222595, 0.0232845488935709, -0.005687566939741373, 0.01372872106730938, -0.01211585570126772, 0.04683476686477661, 0.024346372112631798, -0.024810729548335075, -0.03924136608839035, -0.010368045419454575, 0.0405338890850544, 0.0039378064684569836, 0.015682030469179153, 0.006625751964747906, -0.01615722104907036, -0.2496277391910553, 0.050124093890190125, -0.014565084129571915, -0.030895639210939407, -0.024902667850255966, 0.053291790187358856, -0.0017912706825882196, 0.05337202548980713, -0.03662095218896866, -0.0168768297880888, 0.024227824062108994, 0.004938084632158279, 0.017323676496744156, -0.006514654960483313, 0.015394056215882301, 0.04262981936335564, 0.005026370286941528, -0.01735411211848259, 0.016292549669742584, -0.03934093937277794, 0.03368401899933815, 0.03728855028748512, 0.2076035588979721, -0.033465027809143066, 0.017509162425994873, 0.02023906260728836, -0.011232394725084305, -0.005648531019687653, 0.009978396818041801, -0.05792167782783508, 0.03327507898211479, 0.014451097697019577, 0.08276467770338058, -0.03544870764017105, 0.02833637408912182, 0.021171221509575844, -0.10495475679636002, 0.048501212149858475, 0.014622257091104984, -0.018154054880142212, -0.05356576293706894, 0.03912704065442085, 0.04305264353752136, -0.04611271247267723, 0.09168116748332977, 0.0004448529798537493, -0.07184774428606033, -0.06541048735380173, 0.05035032331943512, -0.014647125266492367, -0.03463482856750488, -0.018368171527981758, -0.005523311905562878, 0.03922896832227707, 0.034727852791547775, 0.040022365748882294, -0.09604007005691528, 0.01112820953130722, -0.05254383385181427, -0.006484412122517824, 0.011685495264828205, -0.0684501901268959, -0.03217833489179611, 0.014895234256982803, 0.038982272148132324]",0.8146219738793434,0.6088973992641945,False
2,Air India,3.0,“it was not a pleasant experience”,2025-03-26,False," Recently travelled on Air India flight from Toronto to New Delhi. Trust me, any state transport operated buses are so much better as compared to Air India. Flight of around 14 hours with kids and there was no inflight entertainment. It was just not working for almost everyone on the flight. The seats were very uncomfortable. The trays were broken and literally put together using tapes at some places. The overhead reading lights were broken as well and had sharp edges which could easily cut fingers while trying to adjust them. The food quantity was very less it almost seemed like sample food for tasting and there was no variety. The airhostess was polite but inflight service was not good. Didn’t serve tea or coffee and just left the aisle in a hurry. Cold beverages were at room temperature. Flight hit turbulence way too many times. Overall it was not a pleasant experience and would definitely avoid it next time.",,,Family Leisure,Economy Class,Toronto to New Delhi,2025-03-01,1.0,3.0,1.0,4.0,1.0,1.0,1,no,c09a8175ab7eda10f0fddbbdc6227c44836d964901af2c2b9f913ef98d014801,negative,0.7106569409370422,"[0.0173887200653553, -0.020334232598543167, 0.07884842157363892, -0.002695118309929967, -0.008895041421055794, 0.024336887523531914, 0.07437575608491898, 0.07364130020141602, -0.00854385644197464, -0.02312272973358631, 0.0022382319439202547, -0.022747956216335297, 0.018188832327723503, 0.06355668604373932, 0.02974272333085537, -0.01303776353597641, 0.028046224266290665, -0.05286332219839096, -0.04443784058094025, 0.040500812232494354, 0.02499864436686039, 0.007610370870679617, -0.029919059947133064, -0.06230204924941063, 0.048803724348545074, 0.057564325630664825, -0.05540408194065094, -0.018011465668678284, -0.014147317968308926, -0.1990719884634018, -0.03255044296383858, -0.0566268265247345, 0.016746290028095245, -0.01170785166323185, 0.014291761443018913, -0.010962501168251038, -0.021640298888087273, 0.038420170545578, 0.013803055509924889, 0.021721672266721725, 0.02627304568886757, 0.015107187442481518, 0.004598899744451046, -0.08557652682065964, -0.05429927259683609, -0.06538297981023788, -0.007714364677667618, 0.013895218260586262, 0.06495223939418793, -0.02949759177863598, -0.007245565298944712, -0.03103550896048546, -0.007151997648179531, 0.023714333772659302, 0.0002752155705820769, 0.004270800855010748, 0.040124088525772095, -0.012321828864514828, 0.05052080377936363, 0.014006792567670345, 0.018613656982779503, 0.012048561125993729, -0.20726849138736725, 0.04827168956398964, 0.07517407834529877, 0.01289515383541584, -0.008580690249800682, -0.03173376992344856, 0.037709858268499374, 0.011288770474493504, -0.015468313358724117, 0.03594798967242241, 0.04021267965435982, 0.0736570954322815, -0.008230281993746758, -0.00293748895637691, -0.023285845294594765, -0.0037478036247193813, -0.011330296285450459, 0.027372349053621292, 0.03927413001656532, -0.06286673992872238, -0.010336979292333126, 0.005650578998029232, -0.024553922936320305, -0.07645849883556366, 0.004666072782129049, -0.03747330233454704, 0.019624879583716393, 0.0009763394482433796, 0.025891665369272232, -0.019801784306764603, -0.0025977392215281725, 0.0368560366332531, -0.04166514798998833, -0.008855963125824928, 0.019342593848705292, -0.007774439174681902, -0.09919793158769608, 0.2341344952583313, -0.01688861846923828, 0.043935101479291916, 0.033424925059080124, 0.045119356364011765, -0.004337635822594166, -0.06326892971992493, -0.0068502784706652164, -0.04723784327507019, -0.04460503160953522, -0.030058972537517548, -0.010576092638075352, 0.01334231998771429, 0.05797918513417244, 0.0092324148863554, -0.029922081157565117, 0.009089022874832153, 0.046394992619752884, 0.03674482926726341, -0.05479688197374344, 0.0404023677110672, -0.07183501869440079, 0.024790767580270767, 0.04204248636960983, -0.008354551158845425, -0.013182822614908218, -0.08994967490434647, 0.06502737104892731, 0.09921012073755264, -0.0416436493396759, 0.017559200525283813, 0.07195381820201874, -0.06972353160381317, -0.023449508473277092, -0.018438030034303665, -0.014830613508820534, 0.005485143978148699, 0.030138332396745682, -0.012672499753534794, 0.03922652825713158, -0.01962217688560486, -0.0022938556503504515, -0.11693285405635834, 0.0004959218786098063, -0.08321221172809601, -0.06805306673049927, 0.04763471707701683, -0.006714142393320799, 0.007606931962072849, -0.058936700224876404, 0.026834260672330856, -0.009227982722222805, 0.009311458095908165, -0.07124040275812149, -0.03549209609627724, -0.008145878091454506, 0.027099231258034706, 0.010594204999506474, 0.07703372091054916, -0.02728617936372757, 0.043814681470394135, 0.05247112363576889, -0.06505773961544037, -0.05403514206409454, 0.07384089380502701, 0.048192910850048065, -0.0656939148902893, -0.02506488375365734, 0.011428122408688068, -0.019903961569070816, 0.016360117122530937, 0.0009279231890104711, 0.002383542712777853, -0.03713647648692131, 0.04557367414236069, 0.02956450544297695, -0.0007982203387655318, -0.007324251811951399, 0.014112702570855618, 0.02545718476176262, 0.008128449320793152, 0.05934435501694679, -0.05857906490564346, -0.022220972925424576, 0.05145679786801338, 0.1125856563448906, -0.03191712498664856, -0.036116503179073334, -0.03641020879149437, -0.004532774910330772, 0.03893900662660599, -0.05654332786798477, -0.048584237694740295, -0.03563163802027702, -0.006465294864028692, -0.0314386822283268, -0.0696779191493988, -0.01969681680202484, -0.0437711700797081, 0.07221537083387375, -0.027120808139443398, 0.05583551153540611, -0.00514410063624382, -0.03361836448311806, 0.027683455497026443, -0.006412442307919264, 0.036730241030454636, -0.01904422417283058, -0.04363922029733658, 0.006929115392267704, 0.033238425850868225, -0.05636827275156975, 0.014109684154391289, 0.08673810958862305, 0.0038717726711183786, -0.051865916699171066, 0.008247463032603264, 0.034533653408288956, 0.04887071251869202, 0.011598089709877968, 0.04897221922874451, 0.030669361352920532, -0.028072403743863106, -0.033642079681158066, -0.2297804057598114, -0.00025663888663984835, -0.014772460795938969, -0.04051913693547249, 0.04598291218280792, -0.03139796108007431, 0.01766851730644703, -0.028873860836029053, 0.0626874640583992, 0.08434589952230453, 0.09049683809280396, -0.023604998365044594, 0.028372932225465775, 0.07199737429618835, 0.025354774668812752, 0.026837307959794998, -0.0032563996501266956, 0.09241276234388351, -0.014771882444620132, -0.03263969346880913, 0.0042479862459003925, 0.04349139332771301, -0.008816925808787346, -0.05406755581498146, 0.04865032061934471, -0.025294587016105652, 0.24654041230678558, -0.04018428549170494, 0.07646339386701584, -0.058137647807598114, 0.027280066162347794, 0.027537239715456963, 0.026255782693624496, -0.07247898727655411, 0.03539430722594261, 0.04005134478211403, 0.08874548971652985, -0.009844810701906681, -0.03462480008602142, -0.037566713988780975, -0.05115050822496414, 0.021343519911170006, 0.006104724016040564, -0.054358720779418945, -0.005290462169796228, -0.033583737909793854, -0.06470811367034912, -0.0028004751075059175, -0.11037681251764297, 0.043865304440259933, 0.003673998871818185, -0.02551618590950966, -0.004317297600209713, 0.02752617932856083, 0.044295404106378555, -0.028451934456825256, -0.0631447285413742, 0.014844902791082859, -0.0441991463303566, 0.045924488455057144, -0.04083595424890518, -0.02610817924141884, 0.002527988515794277, -0.06420423835515976, 0.030687397345900536, 0.023054368793964386, 0.00010227178427157924, -0.02586832456290722, 0.007032985333353281, -0.024542048573493958, -0.06311671435832977, 0.12206954509019852, -0.020694013684988022, -0.03447996824979782, 0.07194071263074875, -0.008817248977720737, 0.0404859259724617, 0.02849087305366993, 0.022914672270417213, -0.031081099063158035, 0.014368890784680843, 0.016723552718758583, 0.044322237372398376, 0.024457423016428947, 0.013101089745759964, 0.01666290871798992, 0.05059194564819336, -0.039551444351673126, 2.0440407752175815e-05, -0.0745876282453537, -0.016094280406832695, 0.02156386896967888, -0.030709223821759224, 0.0014047118602320552, 0.07609429955482483, 0.009730282239615917, -0.24937021732330322, -0.005982601083815098, 0.013097424060106277, -0.016587020829319954, -0.04772236570715904, -0.00343655189499259, -0.018924983218312263, 0.030998358502984047, -0.018400847911834717, -0.0022344794124364853, 0.05046413466334343, 0.004056599456816912, 0.06281207501888275, -0.06092607229948044, 0.05912068113684654, 0.0369003526866436, 0.03834176063537598, -0.05006935074925423, 0.02969481609761715, -0.06465215981006622, -0.01211539562791586, 0.004985649138689041, 0.2064625322818756, -0.003964782226830721, 0.027683939784765244, 0.021030785515904427, -0.03347434848546982, 0.02351354993879795, -0.02581092342734337, 0.018555810675024986, 0.03183344751596451, -0.04094786196947098, 0.09937848150730133, -0.01541596744209528, 0.001571106375195086, -0.029421895742416382, -0.059184782207012177, 0.0532396137714386, 0.0232143122702837, 0.014737372286617756, -0.03598099201917648, 0.032246287912130356, 0.025346992537379265, -0.05313355103135109, 0.11117273569107056, 0.010905361734330654, -0.0405297689139843, -0.05433432757854462, 0.03714996576309204, -0.017116587609052658, -0.007317966781556606, 0.01754661090672016, -0.014747039414942265, 0.00634022755548358, 0.03327912092208862, 0.06392532587051392, -0.10213921219110489, -0.022144638001918793, -0.033725399523973465, -0.00939064472913742, -0.019087938591837883, -0.039235919713974, -0.033580195158720016, -0.00462240120396018, 0.04279782995581627]",0.8004394343060443,0.6317603620871247,False
